text,label
Very good news. Sathanaiyalar patriya thagaval anaithum unmai. Nantri to news 7tamil,Non-Hate-Speech
Un Veettu Pombalaigala Vidungada,Hate-Speech
இவனுக்கு படம் ஒரு கேடா,Non-Hate-Speech
 Ammu inga paaru nee yaaru enna nu enaku theriyathu but onnu soldran neengalam muzhu pombalaya irukanum illa ellahukum ready agidanum rendu ketana naanga pasanga kooda irupom aana avan thoda koodathunu soldrathu thappu mela shall poda matom evlo perusu vechirukom ellarkum kamipom evanum engala ithellam oru 20 years ku munadi nadakala control la irunthanga epo neenga rules pesa aarambichingalo apothan nadakuthu so than maaranum illana ithu thodarum danger ungaluku tamilnadu konjam unga aatam palikithu ithuve north or up apdina mavale senchiruvanuga intha trend apram naagarigam thooki potutu maarina thavirkalam news channel content kuduthitu iruka vendithan,Non-Hate-Speech
@varun pillai oh oh!!! Avaruh pannah welfare schemes and infrastructure developments alavuku! Vera entha oru Indian state oda CM panaaaru nu kaatunga paapom! Indha aaalu matum ilanaa Tamilnadu indha alavuku munerirukaadhu,Non-Hate-Speech
Encounter podungha,Non-Hate-Speech
@Arun Bindaas  adhula kannadhasan thaan ezhuthirukaaru! Entha train eri? Enga vanthaaru nu andha aalu kum theriyaadhu!,Non-Hate-Speech
Apdi Ilana kala chraiyam kaachi elarum sethupoirupanga,Hate-Speech
நீதிமன்றம் குறித்து  அருமையான பேச்சி,Non-Hate-Speech
Cine industry,Hate-Speech
இவனுங்களுக்கு எய்ட்ஸ் பயமே இல்லை,Non-Hate-Speech
"@sridharan Krishnaswami Ezekiel 45:17
இஸ்ரவேல் வம்சத்தார் கூடிவரக்குறிக்கப்பட்ட சகல பண்டிகைகளிலும் மாதப்பிறப்புகளிலும் ஓய்வு நாட்களிலும் தகனபலிகளையும் போஜனபலிகளையும் பானபலிகளையும் செலுத்துவது அதிபதியின்மேல் சுமந்த கடனாயிருக்கும்;
And it shall be the prince's part to give burnt offerings, and meat offerings
, and in the sabbaths in all solemnities of the house of Israel: he shall prepare the sin offering, and the meat offering, and the burnt offering, and the peace offerings, to make reconciliation for the house of Israel.

17 ஆனால் இஸ்ராயேல் வீட்டாரின் கடன் திருநாட்களிலும், மாதப் பிறப்பு ஆகிய பண்டிகைகளிலும், ஓய்வு நாட்களிலும், மற்றுமுள்ள இஸ்ராயேலின் திருவிழாக்களிலும் தலைவனே அவர்கள் செலுத்த வேண்டிய சாதாரண பலிகளையும் தகனப் பலிகளையும் சமாதானப் பலிகளையும் செலுத்தக் கடமைப்பட்டுள்ளான்.",Non-Hate-Speech
இவனுகளுக்கு நல்ல தண்டனை வழங்க வேண்டும் தமிழ் நாடு அரசு  நீதி மன்றம் 🙏,Non-Hate-Speech
முள்ளிவாய்க்கால் ஈழத் தமிழர்களின் உயிர்பலி இன்று  இலங்கை பற்றி எழுதுகிறது♨️♨️♨️,Non-Hate-Speech
பல நல்ல திட்டம் கொண்டு வந்துள்ளார்,Non-Hate-Speech
Karu pazhaniappan oru maanam ketta payAl antha naayai kavarchi illamal padam edukka,Hate-Speech
இலங்கை முழுதும் நடக்கும் போராட்டம் மக்களுக்கும் மகிந்த அரசின் ஆதரவாளர்களுக்குமல்ல. மக்களுக்கும் மகிந்த அரசின் அரசியல்வாதிகளுக்குமே. அவர்கள் வீடுகளே தீக்கிரையாக்கப்படுகிறது,Non-Hate-Speech
Punish pollachi repiest🔗🔗,Non-Hate-Speech
மோடிக்கும் இந்நிலை விரைவில் நிகழும்.,Non-Hate-Speech
Arun Rajesh M idhudhaan aanmeegha அரசியலின் இலட்சணம்.,Non-Hate-Speech
இந்த தவறுகளை மற்ற நாடுகளில் செய்தால் என்ன தண்டனை என்பது பற்றி வீடியோவை போடுங்கள்?,Non-Hate-Speech
ஊங்க அம்மா தேவிடியா மகனே சாவாடிங்க,Hate-Speech
"ஏன்டா பாடு உங்களுக்கெல்லாம் வள்ளுவர் பத்தி பேச என்னடா உரிமை இருக்கு 
வள்ளுவர் திராவிட பத்தி எந்த இடத்தில்  சொல்லிருக்காரு திராவிட கொள்கை உள்ள நீங்களெல்லாம்தமிழைப் பற்றியும் தமிழனை பற்றியும்
உங்களுக்கெல்லாம் என்ன அருகதை இருக்கு நாய்களா",Hate-Speech
"Pesuradu appuram,,mudalla panam,,,,",Non-Hate-Speech
ஓ காவேரி மோடி ஆட்சியா,Non-Hate-Speech
Neththi  adi,Non-Hate-Speech
Dislike போட்டது எல்லாம் வடக்கன் 😂😂😂,Non-Hate-Speech
@Vasan Krishnaswamy  Enna evidence iruku neenga solradhuku ? Apdi vandharu nu enga irundhu vantharu ? edhuku vantharu? enga vandhu serandharu (TN la ) ? badhil sollunga,Non-Hate-Speech
"கல்யாணி நீங்கள் சொல்வது முழுக்க முழுக்க உண்மை....
இந்த மாதிரி சம்பவம் என் தோழிக்கும்.... நடந்துள்ளது..",Hate-Speech
கோவில் சொத்துகளையும் பொது சொத்துகளையும் ஆட்டைய போட பிறந்த எங்கள் ஊழல் இன தலைவன் வாழ்க.,Hate-Speech
Ivar katchiyill ivar  ivarathu kudumbhathinar mattumey padaviyill irupargal thondanuku enn naalum ivargal mattum than thondargalin netrill moondru ondrai pottu viduvargal,Non-Hate-Speech
தேவடியா தேவடியாப்பயல  கரு,Hate-Speech
எப்பா கரு பழனியப்பா பூல முறுக்கி தோல்ல போட்டு போப்பா,Hate-Speech
Naladhey.  Nadakum,Hate-Speech
கட்டுமரம் கபோதி ஆன கதை,Non-Hate-Speech
கருணாநிதி பல திருட்டுத்தனங்கள் செய்தே முதல்வரானார்.,Non-Hate-Speech
பழனியப்பா நீட் என்றால் என்ன என்று உனக்கு தெரியுமா?,Non-Hate-Speech
இவனெல்லாம் இன்னிக்கு பெரிய மனுஷன் வேசம் போட்டு நாட்டை ஏமாத்தி கிட்டு,Non-Hate-Speech
Amma child... dont do over marketing on you.... You are suitable for child character not for heroin.... simply dont do marketing yourself....,Non-Hate-Speech
Pothum sir neengalu unga family saptathu....we need correct person .. pls stop to support those guys..,Non-Hate-Speech
Fire 🚒 van vara sollava anaikka,Non-Hate-Speech
"Pooda eccha payalea ne evanukku mama vela paakuraveannu ellaarukum teriundaa eccha ,",Hate-Speech
இவ்வளவு  பதவி வெறியர்களா,Non-Hate-Speech
வெல்க கலைஞரின் புகழ்,Non-Hate-Speech
Kadaparaiya paluka vatchi indha pottaiyanunga suttula vidanum,Hate-Speech
வஞ்சகம் துரோகம் சூழ்ச்சி கயமை ஊழல் ஊதாரிதனம்..,Hate-Speech
கருணாநிதி தமிழன்.,Non-Hate-Speech
Antha sp pandiyarajan avanka pondati number send vankunka namma video edupom apaum namala kapathurana papom,Hate-Speech
மீத்தேனுக்கு கையெழுத்து போட்டது யாரு?,Non-Hate-Speech
@Ganesh Sankar பரம்பரை கொத்தடிமை போல.,Non-Hate-Speech
15லட்சம். ஹிந்தி. காரா. ஊழியர் யர்கள். வேலை. செய்கிறார்கள். ஹிந்தி. தானாகவே. உள்ளே வந்து விட்டது,Non-Hate-Speech
நீங்கள் சுகபோகமாக வாழ ஏன்டா மக்களை ஏமாற்றரீங்க,Non-Hate-Speech
. Nee  um  unga  appanum  than  da  pol  indian,Non-Hate-Speech
@Prithiviraj peiriyalagan சார் என்ன JNU ல படிச்சீங்களா.. சீமான் சொல்றத எல்லாம் இங்க தூக்கிட்டு வராதீங்க 🙏🙏,Non-Hate-Speech
"Your. Explain vere vele level 
#Go home gota",Non-Hate-Speech
"Suppar Leader  to
KALAINGAR KARUNANADHI",Non-Hate-Speech
Nedunjaliyaan is the real hero...,Non-Hate-Speech
Antha pandiarajan naai veetlaum apdi nadanthathan puthi Varunm Pola,Non-Hate-Speech
முழுத் திருட்டுப் பய  அவனும் சரித்திரத்தில இடம்  பிடித்து விட்டான்   அதற்க்கு நானும் ஒரு வகையில் உடந்தையாக இருந்து விட்டேன்  இன்று அந்த தவறை உணர்கிறேன்,Non-Hate-Speech
Day thevidiya paiya kora panniyapa seruppu,Hate-Speech
Ivanunga innum uyuroda irukarafha nenacha  en vayiru eridhu,Hate-Speech
apo aripu eduthu pona potta naaigalukum ithe thandanai kuduka vendum,Hate-Speech
அரசன் அன்று கொள்வான்.... தெய்வம் நின்று கொல்லும்.... இன்னும் இருக்கிறது.... இங்கே இந்த கொடூர கொலைக்கு துணை போன கயவர்கள் உத்தமர்களாக வலம் வருகிறார்கள்.... அவர்களுக்கு உண்மை தெரியாமல் முட்டாள் மக்கள் வெஞ்சாமரம் வீசுவது துர்திஷ்டம்,Non-Hate-Speech
See you tube (tb Joshua heald Muslim man),Non-Hate-Speech
Unnum edhuku oru வழி varala sad truth,Non-Hate-Speech
🤣🤣🤣 Aiyooo Pavam,Non-Hate-Speech
ஆங்கிலம் யார் உருவாக்குனா,Non-Hate-Speech
"கரு. பழனியப்பன் சொல்வதில் உண்மை கிடையாது மொழி தெரிந்திருந்தால் அங்கும் நம் புத்திசாலித்தனம் தளத்தில் அங்கேயும் ஆளுமை செய்யலாம். அது புரியாமல் மலிவான, கேவலமான, ஈனத்தனமான வாதம் கரு பழனியப்பன் வெட்கித் தலை குனியவேண்டும் இவனெல்லாம் பச்சோந்தி, சொம்பு தூக்கி, எடுபிடி, வெட்கமில்லாமல், மலம் தின்னும் இழிபிறவி",Hate-Speech
"1953 ல MGR கட்சியில் சேர்ந்தாரு, Dmk 1967 ல தான் ஆட்சியை பிடித்தது",Non-Hate-Speech
Dai palanippa nee mattum enkaila mattana saanila mukkiya seruppala adippen da,Hate-Speech
Unakku pesa solliya kodakunum. Perumpechide nee.,Non-Hate-Speech
Excellent 👌👌👌👌👌,Non-Hate-Speech
மக்கள்.கண்ணீர்.சும்மா.விடாது,Non-Hate-Speech
Naya vanjagan karuna,Non-Hate-Speech
"He is the rogue of Tamil nadu politics, Tamil Nadu values stated going down the drain after this most corrupt politician started ruling, when Anna was in death bed, he started playing politics to gain CM post, he is a blot in Tamil Nadu politics which is continuing today.",Non-Hate-Speech
சரி அல்ல பேச்சு.,Non-Hate-Speech
கடன் பட்டார் நெஞ்சம் போல் கலங்கினான் இலங்கை வேந்தன் ஆதலால் இந்த ராஜபக்ஷ அரக்கர்கள் தான் காரணம் 😁,Non-Hate-Speech
பச்சை காந்தி,Non-Hate-Speech
@praveen jai ooruku oru wife marrying adopted daughter degrading tamil literature  there is no such word  dravidum thus telugu politicians  fooling tamils in the name of dravidam,Hate-Speech
Asari thayoli thirunavukarasu pollachi pakam vantharatha,Hate-Speech
அப்புறம்எதுக்குடாதமிழ்நாட்டில். சிபிஎஸ்இ. பள்ளியில்மட்டும்ஹிந்தநடத்த. அனுமதிக்கிரேங்க. பீ. தின்னி. மூதேவிங்களா,Hate-Speech
Avanugalai tookkil podunga,Hate-Speech
சோத்துக்கே இந்தியா சு×× ஊ××புற உனக்கு இவ்வளோ அதுப்பு இருக்குல்ல.,Non-Hate-Speech
Eppo bjp vandado,Non-Hate-Speech
தமிழ் நாட்டில் தமிழ் தெரியலைனா கவர்மென்ட் வேலைக்கு எடுக்கூடாது,Non-Hate-Speech
மூத்திரம் குடிக்கும் ரெண்டு சங்கிகள் இஞ்சி தின்ன குரங்கு மாதிரி பார்க்கிறானுக.,Hate-Speech
அடுத்த கடவுள் உதயநிதி ஸ்டாலின்,Non-Hate-Speech
வேற என்ன எம்ஜிஆர் போட்ட பிச்சை தான்,Non-Hate-Speech
ஊழலுக்கு தகப்பன்,Non-Hate-Speech
Kamakoduranaaingala petha erumaigala ena pananga,Hate-Speech
தலைவர் கலைஞர் அரசியல் சாணக்கியர் என்பது நூற்றுக்கு நூறு உண்மை 👍,Non-Hate-Speech
புத்தரே எங்கள் நாட்டு தெய்வம் என்று கொக்கரித்து விட்டு இந்தியா சென்று திருப்பதி பெருமாளை தரிசனம்செய்தாரே!இருவரும் கைவிட்டனரா?,Non-Hate-Speech
அப்படியே எடப்பாடி பழனிச்சாமி முதல்வரான கதையை ( உன்மையான கதையை மட்டும் சொல்லவும் பொய்யை சொன்னால் செருப்பால் அடிப்பேன்,Non-Hate-Speech
@Abraham Alfones theriyum da oasi soru,Non-Hate-Speech
நல்ல நிர்வாக திறமை மற்றும் தமிழ் மொழி புலமை மிக்கவர். மத்திய அரசு உடன் நடுநிலை வகித்தது தமிழ்நாடு மாநிலத்தில் வளர்ச்சிக்கு உறுதுணையாக இருந்தவர்,Non-Hate-Speech
@MK MK காங்கிரஸில் இருந்த காமராஜர் செய்தார்,Non-Hate-Speech
I'm SK KumAr unga comment ku hatz off.  thamizh nadu thamizharke,Non-Hate-Speech
சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார் ஒரே பீ நாத்தம் சார்,Non-Hate-Speech
பொண்ணுங்க கவனமாக இருந்திருந்தா இந்த மாறி பாவிங்களிடம் மாட்டி கொள்ளாமல் தப்பி இருக்கலாம் ஒருத்தன் வர சொன்னான கண்ணை மூடிக் கொண்டு போகக்கூடாது,Non-Hate-Speech
"தெலுங்கானாவில் இருந்து கைப் பையுடன் கள்ளமாக
இரயிலில் பயணம் செய்து தமிழ் நாட்டிற்கு வந்த கருணாநிதி குடும்பத்தின் நிலைமை இப்போ பல ஆயிரம் இலட்சம் கோடிகளுக்கு அதிபதி. அதை விட மூன்று மனைவிகள். அவர்களுக்குப் பிள்ளைகள், பேரப் பிள்ளைகள், பூட்டப் பிள்ளைகள் என்று கருணாநிதியின் குடும்பப் பட்டாளத்திற்குத் தமிழ் நாட்டின் அரைவாசிச் சொத்துக்களுக்கு அதிபதி.
எனவே அவர் புத்திசாலி தான். இளிச்சவாயன் தமிழன் தன்னுடைய அரசியலை, வாழ்வியலை இழந்து கையேந்தி நிற்கும் நிலையில் இன்று. 😰😰😰😰😰😭😭😭😭😭",Non-Hate-Speech
தமிழ்நாட்டின் இவ்வளவு வளர்ச்சிக்கு காரணம் தெலுங்கர்களா முத்தமிழ் அறிஞர் கலைஞர் தெலுங்கரா,Non-Hate-Speech
ponnunga aripu eduthu alancha ella state um ipdithan poonunga first adangunga,Hate-Speech
Nee PAtra waitha Neruppu.....🤫,Non-Hate-Speech
திருடனுக்கு எப்போதுமே பேச்சு எகதாலம் எல்லாமே ஜாஸ்தியாக தான் இருக்கும்,Non-Hate-Speech
சாவு டா நாய்,Hate-Speech
 of everything ngotha ithu vera maaari level,Hate-Speech
Karunanithi Kattumaram oru thirudan,Hate-Speech
Vadii punda okkalam theviduya,Hate-Speech
apo aripu eduthu ponavala keezha pudichu kilichidanum sariya,Hate-Speech
"O S Manian mind voice... ""Theva illa enna vera inga kuptu vanthu inga vechi irrukingalae""",Non-Hate-Speech
English அது மட்டும் வேணும்,Non-Hate-Speech
நடுரோட்டில்கட்டிவைத்துஎல்லாப்பெண்ங்களும்தர்ம,Non-Hate-Speech
யோவ் வெட்கமே இல்லாமல் விளக்கு புடிக்கிறிய நியூஸ் 7,Non-Hate-Speech
SOOPURA MANIYA BINAMI is the killer of Rajeevgandi.Gotapaaya was in the army and hit Rajeevghandi when he arrived to srilanka. Raasapaksa and the Soopuramaniya(mother f**ker) are very close friends and to become to political power and to steal  the country and destroyed the country together.SOOPURA MANIYA is the NAZI he killed RAJEEVGHANDI destroyed SRILANKA and Iindia as well together with RAASAFUKSA.He should be captured immediately without any further delay.His duty is only killing destroying and stealing and causing violent among peaceful innocent civilian. Zero tolerance to SOOPURA MANI NAZI.,Hate-Speech
ஐயா கருபழனியப்பன் உங்கள் மேல் இப்போதுதான் மரியாதை அதிகமாகிறது,Non-Hate-Speech
பாதிக்கபட்ட பொன்கனள விட்டு அனு அனுவா சகடிக்கவேண்டும்,Hate-Speech
Ava item,Hate-Speech
enga ஊரு  pollachi nanum pollachi tha,Non-Hate-Speech
@Ramesh Kannan வயிற்றெரிச்சல்...,Non-Hate-Speech
Karu pa punda,Hate-Speech
Etharkum Thuninthavan 💥💥💥 movie,Non-Hate-Speech
எப்படி சொல்லுங்க,Non-Hate-Speech
Straight forward and very matured human being.,Hate-Speech
Moolayatra Peachu,Non-Hate-Speech
Admk bastard guys,Hate-Speech
The main culprit pollachi jayaraaman  settiyaar 😀,Non-Hate-Speech
Honourable cm kalaingar,Non-Hate-Speech
கருணாநிதி கயவரான கதை போடுங்க...,Non-Hate-Speech
இந்த விவகாரத்தை ஸ்டாலின் தீவிரமாக கையில் எடுப்பார் என்று தெரிந்தே கைது நாடகம் நடந்துள்ளது வராத பட்சத்தில் இது மீண்டும் புஸ் வாணமாகும் என்பது நிதர்சனம் நீதி நிலை நாட்ட ஆதரிப்பீர் 🌄,Non-Hate-Speech
அருமையான பேச்சு தலைவா,Non-Hate-Speech
Poda punda,Hate-Speech
மைனர்  குசுகளை வெட்டனும்,Hate-Speech
தலைவன் என்றால் அவர் கலைஞர் தான்.,Non-Hate-Speech
@Arun Bindaas ila neenga thaan padichingaley konjam solunga,Non-Hate-Speech
DMK family namaku namay,Non-Hate-Speech
"வ ந வ ந வா, ப ப ச கா த நா  த மொ 2700 ஆ மு 700 கிமு  மு இ இ கா நே இயற் இயக் இயங் த நா த மொ திரா மற் கட் அரசி அரசா பண் கலை களைஞ் கலா பய பா பல 2 அடி 4 அடி செ  6 அடி 
நடை மு பா மா கா குர பா சூட் வடை எடை கடை விடை கொடை நடை படை அடை ஆடை ஓடை உடை மா இதி எது சிலேடை என ஜடை  கலை  இடை தா.",Non-Hate-Speech
எத்தனை பேரை இராணுவம் கொன்றொழிக்க முடியும். மக்கள் வெகுண்டால் நாடு தாங்காது.. இந்தியா இதை பாடமாக எடுத்துக்கொள்ளவேண்டும். இல்லையெனில்  மக்கள் மனதில் எரியும் தீ நிச்சயம் ஒருநாள் வெளிப்படும்,Non-Hate-Speech
Congress DMK vs bjp admk keta hindi edhurpa sir,Non-Hate-Speech
கருப்பு தினம்,Non-Hate-Speech
movies and cinema itself is chakada..(cooum) .. once into it life itself is spoiled.. better to be away from it..many girls get into it for fame and money.. but you can study well and get good job to make money..and life will be at peace rather than adjust with producers and directors ...accordingly many who have adjusted have come to the top..,Non-Hate-Speech
Avar dmk,Non-Hate-Speech
@For tcomedies aprm christian aa convert aagala na apdi help pannuvangala,Non-Hate-Speech
Otha ivanugala inum savvadikkalaya 😠😠😠😠,Hate-Speech
Political God kalainar,Non-Hate-Speech
தமிழினத் துரோகி,Hate-Speech
Gavary water drink remains brainless listen your words your father mnm you fucking DMK what kind of family people's study indi what's your problem own none of your business Palaniapan,Hate-Speech
Unga amma va Vachu business panirruparu,Hate-Speech
Kalaingar vazhga!!,Non-Hate-Speech
Super 👋👋👋👋👋👌👌👌👌,Non-Hate-Speech
டே நாதாரி கரு பழனியப்பா  எங்களை படிக்கவேண்டாம்ன்னு சொல்லர ஈத்தர பயலே தி மு கா  தலைவன் புள்ளைகள் பேரன் பேத்திகள்  ஹிந்தி படிக்கலாமா? அவுங்க நடத்திர ஸ்கூலில் ஹிந்தி கத்து கொடுக்கிறான் பணக்கார பசங்க படிப்பாங்க எங்களை மாதிரி ஏழைங்களை படிக்காதன்னு சொல்லுவ  பழ கருப்பையாவுக்கு மட்டும் பிறந்தன  நீ போய் அவுங்கள கேளு  கேட்க்கமாட்ட ஏன்னா நீ கருப்பையாவுக்கு பிறக்கல  கரிக்கடா இல்லையா,Hate-Speech
Kanda pasangla nambi carla poradhu Romba thappu,Non-Hate-Speech
"டேய் பன்னாட பன்னியப்பா பிரிவனை வாத கும்பல்.இந்துக்களிடையே சாதியையும்,கடவுளையும் வைத்து வியாபார கூட்டம்.",Hate-Speech
திருட்டு ரயில் 😂,Non-Hate-Speech
வடக்கன் 😂😂😂😂😂,Non-Hate-Speech
தமிழகம் வளர்ச்சி நிலையை அடையலடா  கருணாநிதி குடும்பம் தான் செம வளர்ச்சி னு சொல்லுடா...,Non-Hate-Speech
Edhu ponra thalaivargal ini uruvavathu romba kastam. 14 vayadhil Hindi edhirpukaga kodiyai pidatha thamizhar....TN nalla erukanum Na evar maadhiri por gunam konda thamizhar vendum....,Non-Hate-Speech
Ommala veliya poda,Hate-Speech
Good speech and bold speech ..still looking same school kid,Hate-Speech
TamilGuru WebTV super ra soniga,Non-Hate-Speech
Brilliant speech,Non-Hate-Speech
Polachi case el paleh araceal Muthelaigal  samandhom narayeh Erakeh mattrum angay erukom police karaerggel Narayah suportom Naraya erakeh aagayal thaan entha Case 7varashomah tayreyamal eranthadhu aahgayal wudah kudahdhu,Non-Hate-Speech
"நியூஸ் 7/2 காசு குடுத்த 
காட்டியும் குடுப்பன் ............",Hate-Speech
Ashok mada payale tamilarkal padika start pannunathu kamarajar time la avaru potta basement thaan yellarum padika karanam,Non-Hate-Speech
Intha naaigala thokkula podathinga oru part da cut panni sagadikkanum😡😡😡😡😡ponnunga thayavu seithu poliyana pecha nambi emarathinga pls appa amma va vida nammala yarum nalla valgai amaikka mudiyathu🙏🙏🙏,Non-Hate-Speech
Ne oru ampalaya irunthal me sonnatha nirubithu kattuda,Non-Hate-Speech
"பொள்ளாச்சி ஒரு அநாகரீகமான ஊர், பொள்ளாச்சியில் பெண் எடுப்பதும் பெண் கொடுப்பதும் ஏன்என்றால் ்அங்கு வாழ்பவர்கள் பெண்பித்தர்களும், தேவடியாக்களும் வாழும் இடம் மக்கள் பொள்ளாச்சி போவதைந் தவி்ர்ப்பது பெண்களுக்கு நல்லது☠️☠️👽",Hate-Speech
Anal pala keta vishayam seithar,Non-Hate-Speech
ஏன் இன்னும் மரணதண்டனை வழங்க வில்லை,Non-Hate-Speech
Endha railway station la irundhu enga vandhaarnu konjam solen?,Non-Hate-Speech
Super super nantri,Non-Hate-Speech
ஒரு வெள்ளை காரிய இப்படி மிருட்டுங்கடா பார்ப்போம் உணக்காட நாடு இருக்காது,Hate-Speech
"Ha ha ha 
Bro in 2021",Non-Hate-Speech
Magalir amaibu barla thani adichutu irupanga,Hate-Speech
பெண்களுக்கு சுய கட்டுப்பாடு தேவைநான் நியாயப்படுத்த விரும்பவில்லை,Non-Hate-Speech
Point அமெரிக்கா போன நம்ம ஆளு இந்திலயா அமெரிக்க ஜனாதிபதிகிட்ட பேசினாறு 4 ட்ரான்ஸ்லேடேர்.அப்புறம் எதுக்குட இந்தி,Non-Hate-Speech
😷😷😷😷😷😭😭😭😭😭,Non-Hate-Speech
தமிழக மீனவர்கள் எல்லை தாண்டி சென்று  ஈழதமிழ் மீனவர்களின் பொருளாதாரங்களை அழித்து அட்டூழியம் செய்வது அண்மைகாலங்களில் அதிகரித்துவருகிறது.,Non-Hate-Speech
இதை தேர்தல் முடியும் வரை விடாதீர்கள் திரும்ப விளம்பர படுத்துங்க,Non-Hate-Speech
தமிழ் வினை உன்னை சுடும்,Non-Hate-Speech
"திருட்டு ராஜபக்சேக்கு 
அழியும் காலம் வந்து விட்டது.திருட்டு சீனா நம்பி நாசமாகும். ஜெய்ஹிந்த்",Hate-Speech
"அமைதியான இலங்கை இப்படி ஆர்ப்பாட்ட களமாக மாறியுள்ளது மிக்க வருத்தத்தையும், துக்கத்தையும் அளிக்கிறது..... ஆட்சியில் உள்ளவர்கள் மக்களின் குரலுக்கு செவி சாய்க்க வேண்டும்..... அவர்களால் அல்லவோ இவர்கள் வந்தது",Hate-Speech
@Sahana Dhruv Bhagath we develop ah ...Ne enada naaye pana ...unala onnu pudunga mudiyadhu ....,Hate-Speech
"@Md Zishaan yes 😂😂. 
China will occupy srilanka soon. 
Waiting for that moment.",Non-Hate-Speech
"Suni thayoli pandiyaraj, dai ne oru ips illai, Tamilnadu group 1 pass pani vanthavan da ,kandaroli mahane",Hate-Speech
திருட்டு திமுக காங்கிரஸ்,Non-Hate-Speech
Yenga andha madhar sangam,Non-Hate-Speech
Arumaiyaha  sonneerhal.,Non-Hate-Speech
அண்ணா 👌🔥🔥🔥🔥🔥🔥🔥🔥,Non-Hate-Speech
முதலில் தமிழ் நாட்டுக்கு எப்படி வந்தானு சொல்லுங்கடா,Non-Hate-Speech
"தெலுங்கு நாய் அவன் ஞாபகம் இருக்கா
ஆந்திராவில் 20 அப்பாவி தமிழர்களை சுட்டுக் கொன்றார்கள் இந்த நாய் எதனா கேட்டானா காரணம் தெலுங்கு நாய் அவன்.",Hate-Speech
Otha kaavi oram poidu,Hate-Speech
Dai ....Nenjuku Needhi ella oru book a da,Non-Hate-Speech
kalaignar valga,Non-Hate-Speech
Ithai thavirkka pengalukku sexual arrasment awarness thodarbana visiyangalai scools and colleges la solli kodukkanum parents support pannathan intha maathiri visiyangal veliye varum Dhairiyama atha face panna kathukodukkanum  naama ellarum ethavathu oru idathila panniruppom ana ini athu nadakka vida koodathu🙏,Non-Hate-Speech
இதில் ஏன் நீங்கள் கருணாநிதி சூழ்ச்சிகளை சொல்ல மாறுகின்றிர்கள் ஐயா நெடுஞ்செழியன் முதல்வர் ஆகி இருந்தால் இன்று தமிழ்நாடு சிறந்து விளங்கிய இருக்கும் மேலும் தி.மு.க கட்சி குடும்ப அரசியலாக மாறி இருக்காது,Non-Hate-Speech
B .கருப்பு  சொல்வது English படிங்க டா  இந்தி வேண்டாம். .வசதி படைத்வர்கள் இந்தி மொழி கத்துகிரலாம். எழைக ல் கத்துகிறக்கூ டா து   இது துரோகம் செய்து மக்களை முட்ட டா ல்,Non-Hate-Speech
அருமை அன்னன் சொல்றது போல் நல்லது சொல்வதை யார் சொன்னாலும் அதை வரவேற்போம் பின்பற்றவும்,Non-Hate-Speech
Olu vangitu chance ilaa pochu ippadi interview,Non-Hate-Speech
Ivanungala kollama vittutingale da,Hate-Speech
"பார்வர்டு பிளாக்கின் மூக்கையாதேவரின் ஆதரவாள் மட்டுமே திமுக ஆட்சியை பிடிக்க முடிந்தது.
கொடுங்கோலன் காமராஜ் மண்ணைக்கவ்வினார்.",Hate-Speech
man of mass,Non-Hate-Speech
420 karunanithi come,Non-Hate-Speech
Yar nalla thalaivar nu theriyanum Na modhalla avanga seidha thittangala therinjikonga...namma history ah padinga modhalla...then comment,Non-Hate-Speech
U r amazing,Hate-Speech
ராஜ ،(பக்) ஷே அழிவு காலம்,Non-Hate-Speech
Ivanunga oru appanukku porakka  ponnunga nnga nna avavlo kevalama ungalukku,Hate-Speech
Ne undha kilichuko daa,Hate-Speech
கறையான் புற்று எடுக்க கருநாகம் குடி புகுந்தது,Non-Hate-Speech
Father of corruption endru sonnalum kooda athu migai aagathu,Non-Hate-Speech
"""Neenga Elathayum moodunga"".... Thug extreme level 😂😂",Non-Hate-Speech
Makkalin panathai thirudi sugam kanda Rajabakse brothers seruppadi paddaalam thiruntha maaddaargal,Non-Hate-Speech
இதை ஊபீஸ்கள் பார்த்தல் செத்துருவானுக 😃😃😃😃😃,Non-Hate-Speech
"👍🙏🙏🙏🙏🙏🙏🙏🙏👍 the best for your
Gretspech",Non-Hate-Speech
Iru da unsubscribe panitu varan un channel a.,Non-Hate-Speech
No comment's,Non-Hate-Speech
"என்னிடம் பணம் உள்ளது, நான் என் மகனை ஹிந்தி படிக்க வைக்கிறேன். பணம் இல்லாத பாமரர் எவ்வாறு படிக்க வைப்பார்? அரசு பள்ளியிலும் வாய்ப்பு கொடுக்க வேண்டும், படிப்போர் படிக்கடும், வேண்டாம் என்போர் படிக்க வேண்டாம்.",Non-Hate-Speech
பெண்களுக்கு  வாழ்க்கை வரண்முறை உண்டுஇது வளர்க்கப்பட்ட முறையில் உள்ளமுரண்பாடு,Non-Hate-Speech
"1967 Anna dhaan mudhalvar aanaar. Mudhalil varalaatrai olunga padi. 1969 Kalaignar mudhalvar aanaar, Kalaignar dhaan Annaavin thambi.",Non-Hate-Speech
