label,text
0, ज्यादा खुश और दुखी होने की जरूरत नहीं है पिक्चर अभी बाकी है       आर्यन खान को हाईकोर्ट के द्वारा जमानत दे दी गई है लेकिन अभी आदेश जारी नहीं हुआ है तो आरएन खाना अभी   दिन जेल में ही रहेंगे      बोलो जुबा केसरी 
0, झा चिचा  हिस्ट्री वही लिखता है जो जीता    आप तो हारे हुए टट्टू हैं 
0, झुठ बोले कव्वा कांटे   ऐसे कोव्वौ को छोड़िए   जी । ये तो मौसमी मेंढक से यहां अपने आकाओ को खुश करने टर्र टर्र करने आते हैं 
0, झूठ फरेब झूठ खेल शुरू     दोगली मीडिया का खेल शुरू 
0, झोपड़ी के इसमें शाहीन बाग के जोड़े या नहीं इतना ज्ञान पेल रहा है उन्हें भी समझा दो की ये बीमारी बंबू कर देगी
0, टट्टी आदमी
0, टट्टी खाना स्वास्थ के लिये हानिकारक है
0, टट्टी भि रख सकते हो
1, टट्टी भी सूंघ लिया कर उसमें भी आ जायेगा कॉफ़ी की महक  सोच बदल चोंच नही
0, टट्टी स्टफ़ 
1, टाइगर तो पहला ही है  दूसरी वाली तो अलसेशीयन प्रजाति की कुतिया दिख रही है मुझे
1, टीपू सुल्तान की जयंती मनाने वाली कोंग्रेस स्वामी विवेकानंद जी की जयंती कैसे भूल गई   कोंग्रेस क्या बाबर  औरंगजेब  बुरहान  अफजल  तैमूर को ही अपना आदर्श मानती है     आतंकवादी  गद्दार  देशद्रोही  मुगलों के नाम पर आंसू बहाने वाली कोंग्रेस भारत माता के सपूतों को भूल जाती है     
0, टीपू सुल्तान की जयंती मनाने वाली कोंग्रेस स्वामी विवेकानंद जी की जयंती क्यों भूल गई   कोंग्रेस क्या बाबर  औरंगजेब  बुरहान  अफजल  तैमूर को ही अपना आदर्श मानती है     आतंकवादी  गद्दार  देशद्रोही  मुगलों के नाम पर आंसू बहाने वाली कोंग्रेस भारत माता के सपूतों को भूल जाती है
0, टुच्ची एक नंबर की नल्ली पार्टी है।  आपकी क्या राय है bjp के बारे में  
1, टेंशन न लो बताओ कौन है वो हरामी  जिसका हलाला होना है
0, टेलीफोन कोणी दादी या मटर
1, ट्विटर पर हगना बंद करो।
1, ठाकरे सरकार जल्द ही अपने लिए रिंगटोन बदल सकती है और नई रिंगटोन होंगी    याद रखिए हमें कंगना से लड़ना है कोरोना से नहीं।  via wa
1, ठीक है नागरानी 
1, ठुल्ला समझ रख है मुल्ला जमात ने हमे।। मादरजात सूअर
0, ड़र कर रहनें वालों को ये दुनिया वालें कमजोर समझते हैं और मुंहतोड़ जवाब देने वाले को बत्तमीज़ समझते हैं तो खुद को सही साबित करने़ के लिए ऐसा करना होगा किसी से भी ड़र कर नहीं रहना होगा 
1, डियर  कार्यवाही करो  कार्यवाही करो क्या बेहूदा लिखा है इस इंसान ने एक महिला के बारे में शर्म आ रही है कार्यवाही जल्द से जल्द की जाये वरना अब पूरे उत्तरप्रदेश में आंदोलन होगा गोली मारना हो मार लोग पर लडेंगे अब हम जमकर गांधी जी के रास्ते पर चलकर
1, डूब मरो थोड़ा बहुत पानी बचा होगा तुम्हारे लिए इस दुनिया मे मुस्लिम के नाम पर कलंक हो तुम मोदी की वफादार कुतिया ये इंडिया हैँ america नहीं 
0, ढ़ेर सारी शुभकामनाएं dutee
0, ढेरों शुभकामनाएं।
0, ढोंगाचारय आप योगी जी की चिंता मत करो हम   करोड़ हिन्दू उसकी चिंता करने वाले हैं   अपना पिछवाड़ा ज्यादा जले नहीं उसका ही ध्यान रखें ।
0, तगड़ा विक्टिम कार्ड है ये सर।
0, तथाकथित धर्म संसद मे खुलेआम कत्लेआम की धमकी देने वाले साधू के भेष में यह  शैतान मनुवादी गोड़से आरएसएस का नया वेरिएंट है। जो मोदी साह योगी की तरह आरएसएस की ही प्रयोगशाला से निकला है जिसको संघ ने अपने घर्णित सांम्प्रदायिक मंसूबों को पुरा करने के लिए देश मे छोड़ा है ।
0, तब तो सारे पूर्व ias अधिकारीयों को पाकिस्तान भेज देगी सरकार या देशद्रोही करार देगी
1, तभी चोरों की गाँड फटी रहती है 
1, तभी तो हम कहते हैं कि    कांग्रेस एक नंबर की  दल्ली   मुल्ली व  नल्ली पार्टी है    
1, तभी मैं सोचूं संजुक्ता बासू और शिल्पी सिंह इतनी खूबसूरत क्यूं हैं  sorry हम बदसूरत ही अच्छे हैं।
0, तभी सालो तुम गोबर और गोमूत्र जैसी चीज से आगे नही बड़ पाते हो बेरोजगारी सह लेंगे बिना ऑक्सीजन तड़पते हुए मर जाए मगर दो कोड़ी के मा दर जात मोदी के टट्टी चाटते रहे
0, तसलीमा जी  बड़ी अजीब कौम हैं ये  इस जिंदगी में फट के उस जिंदगी में जाने को बड़ी बेताबी है इनको।।। खेर  अपनी अपनी किस्मत  और कुछ तो बात है  कट्टरपंती भी एक अलग खासियत है।
1, ताड़का   
0, तान्या बहुत अच्छी लगीं है।उनतक मेरा संदेश पहुँचा दीजियेगा।
0, ताली थाली नहीं चलेगा  ना ही मन की बात     सरकार एक निश्चित समय में सभी देशवासियों की टीकाकरण को सुनिश्चित करे   stop utsavs and pr   focus on vaccination    speakupforvaccinesforall
1, ताहिर हुसैन ने कितने मासूम लोगों की हत्या की सगरिका घोष क्या तुझे पता नहीं है
0, तीसरी लहर में उत्तर प्रदेश में चुनाव करवाएगा  अभी तो गंगा में लाशे बहती है  अगर ऐसा किया तो तालाब और नालों में  लाशे  पड़ी मिलेंगी
1, तु एक काम कर गान पर बर्फ रख ले अभी बहुत दिन तक जलेगी  गजवा ए हिन्द का पता नही पर   गंडवा ए सरिया पेल देगा संघी मोदी
0, तु भड़वा है  भारत माता के टुकड़े करना चाहता है  पाकिस्तानी दलाल
0, तुकाराम वैष्णव सन्त थे विष्णु में आस्था रखने वाले। रावण भगवान शिव का भक्त बना फिर कैलाश पर्वत को ही उखाड़ने लगा जिसे उन्होंने सबक सिखाया ठीक उसी तरह सन्त तुकाराम ने सुझाया है। वो जानते थे कि भारत मे अफ्रीकी हब्शी उपद्रव करेंगे इसीलिए मुझे आशीर्वाद दिए कि नाश कर देना उनसब का।
1, तुझे बहुत खुशी हो रही है दोगली औरत 
0, तुझे बहुत मजा आ रहा होगा  खुद तो मुल्लो   अली और मोहम्मद में ही बटे हो और ज्ञान हिन्दुओ पर पेल रहे हो  खुद सुधरो फिर ज्ञान बाजी करना   एक भी मुस्लिम देश आज के समय मे खुस नही है  सब जगह बम फुट रहे है
0, तुझे महसूस करने का हर अहसास अजीब है  तू पास है तो पास है  जब दूर है तो भी पास है।
0, तुम bsdk के कबाड़ी थे   हो और रहोगे  जब सैफई मे मुजरा हो रहा था तब तुमको tax pairs की याद नहीं आई  छोड़ो अगर ज्यादा जल रही है तो गंगा मे एक डुबकी लगा लो अच्छे से जलन दूर हो जायेगी
1, तुम अपनी माँ चुदवाने आ गए भोसड़ीके इंडस्ट्री में काम नही मिल रहा है तो अब घटिया काम करने लग गए
1, तुम इदर हगना भी बंद नही किया ना  इसलिए वो काम  अरेस्ट  भी चलते रहेगा। काग़ज़ ढुंडेने केलिए बोलदो सबको नही तो सब बाहर।
1, तुम इसी तरह सोचती रहो  एक दिन हलाला न हो जाय तो कहना।
0, तुम एक मानसिक बीमार हो। तुमको इलाज की सख्त जरूरत है।
0, तुम एक्टर तो अच्छे हो पर। जब से भड़वा गिरी करने लगे हो   दलाली करने लगे हो तब से नजरों से उतर गये हो।
1, तुम कुतिया की कुतिया ही रहोगी
1, तुम कौन हो प्रधानमंत्री पद पर सवाल उठाने वाली आन्टी।।
1, तुम गधे और गधी से ऊपर मत बड़ना  शर्म आती है  ऐसे लोग देश  का प्रतिनिधित्व करते हैं।
1, तुम चमार नहीं हो सकते तुम जरूर बीजेपी कांग्रेस के हरिजन होगें। जिसे मंदिर की ग़ुलामी ने जकड़ रखा है। तुम्हारे जैसे लोगों के कारण ही बहुजन समाज अंध विश्वास में जकड़ा है। और यही अंध विश्वास हमारे समाज का पतन है जाओ तुम भी जाओ जब उसी मंदिर से लठ्ठ मार भगाया जाएगा तभी सही रहेगा।
1, तुम जैसी जाहिल औरत की वजह से ही दंगे हो रहे है हिन्दू मुस्लिम के नाम पर।
0, तुम जैसे दल्ले रवीश कुमार के पैर की जूती के बराबर भी नहीं हो सकते  तुम लोगों की तरह रवीश कुमार का ज़मीर और पत्रकारिता बिकाऊ नहीं है
0, तुम पहले मुंह से हगना छोड़ो फिर कुछ और सोचना।
0, तुम मुझे वोट दो मैं तुम्हें दंगे  भारत तेरे टुकड़े गैंग  सबके डेमो दूँगा।   जिग्नेश  
1, तुम साली बहुत बड़ी हरामि हो   पूरे हिंदुस्तान के लोगो को मार रहा है तो तुम्हे नही दिख रहा है  और  पूरे  delhi का मदद कर रहा है तो तुमको बहुत परेशानी है  तुम कभी सुधर नहीं सकती  अब बीजेपी में जाने का प्लान बन गया है क्या तुम्हारा 
0, तुम से अच्छा मुज़रा कोई नहीं कर सकता
1, तुमको टिकट नही मिलने वाला है  दादी ने जो सम्मान कमाया था उसे मत खत्म करो अपने राजनिती के चक्कर में 
0, तुमको दल्ला भड़वा कहा जाता है हम सब देख रहे हैं
0, तुमरा फैजल कोई है  कोई झंडू नहीं।
1, तुमलोगों की ऐसी ही समझदारी ने धोबी का कुत्ता बना दिया है तुम्हे फंसाया है हिजड़ा जोकर ने हमे  अपनी चिंता करो जिसका पैसा खाया उसको देगा कहाँ से  अपने गूगली वाले हिजड़े से क्यों नहीं कहते गाड़ी या भैंस बेचकर मुल्क नहीं चलाया जाता  हालात से निकाले वरना जब्ती कुर्की होने ही वाली है
0, तुम्हारा ये नजरिया ही तुम्हरा समूल नष्ट कर देगा । वो एक कहावत सुनी है ना  कि धोबी का कुत्ता न घर का न घाट का
1, तुम्हारी एक निगाह से कतल होते हैं लोग   एक नज़र हम को भी देख लो के तुम बिन ज़िन्दगी अच्छी नहीं लगती  
0, तुम्हारी गान्ड में इतनी गोली मारेगी इंडियन आर्मी की पूछोगे की हगु कहां से।
1, तुम्हारी बहन तो बदसूरत नहीं है  उन्हें भी देख लिया करो।।
1, तुम्हारी समस्या यह है कि तुम घटना के आगे  पीछे कि जानकारी के वगैर अपनी हिन्दू विरोधी मानसिकता का ढोल पीटने लगती हो  तुम्हारा जिहादी प्रेम देख कर कोई हैरानी नहीं होती 
0, तुम्हारे घर के गेट के आगे अगर कोई मूत दे  तुम उसे मना करो  तो क्या तुम उसके साथ गलत कर रहे हो  या उसकी स्वतंत्रता को छीन रहे हो 
0, तुम्हारे जैसी म       को मैं आईफोन की तरह बदलता हूं समझ गए ना तुम्हारे जैसे मादरजात chut लेकर मेरे सामने खड़ा रहते हैं फिर भी मै land नहीं डालता
1, तुम्हारे जैसे आग लगाने वाला सुअर     की घटिया सोच देश को बर्बाद करने में कोई कसर नहीं छोड़ रहा है     उस वक्त तुम्हारे मुंह में लौड़ा ठुस गया था ज़ब लोग बालात्कारियो के संबंध में तिरंगा निकल रहा था  तुमरी सोच देश को एक दिन निगल जाएगी बे गैंडे      और है  priynkareddy  के रेप में
0, तुम्हारे जैसे दोनम्बरी परिवार के चरण वंदन करने वाले चरणपादुका को शोषल मीडिया पर जनता ने एक छोटा सा दन्डा इतना मारा कि उनका पिछवाड़ा सुज गया एवं शोषल मीडिया से गदहा की सिंघ की तरह गायब हो गए तुम्हारा भी जब पिछवाड़ा सुज जाएगा तो तुम भी शोषल मीडिया से गायब हो जाएगा दलाली करना भुल जा
1, तुम्हारे जैसे मादरजात सदियों से हिन्दू कुल में पैदा होते रहे हैं।
1, तुम्हारे जैसे मुर्खो की कमी नहीं है मरकज बालों ने कुल संक्रमितों में से लगभग    को संक्रमित किया है लेकिन तेरे जैसा गधा इसे नहीं समझ रहा बेशक कलबुर्गी जैसे कार्यक्रम का विरोध करना चाहिए लेकिन मरकजी कौम को शरिया कानून के हिसाब से कत्ल करने का भी समर्थन करना चाहिए
0, तुम्हाला पण शुभेच्छा रेणुका जी 
1, तुम्हें   दे के ही पैदा किया होगा   ऐसा भी हो सकता है चमार
1, तू कहे तो गांड़ भी खोल दू तेरी
0, तू क्या चाहता है तेरी गांड मार के समझाए
0, तू चुतीया है और रहेगा। आखिर है  तो  जाहिल केनेडा कि जनसंख्या     और भारत कि   है।  जी ने   कारोड़ दिये। सूअर खान‌ तूने कितने दिये। तूने तो  कोरोना वायरस  थूका जो तुम्हारी आदत है।  caa nrc पर भौंकने साले बिल में घुस गये।    
1, तू डायन  चंडाल औरत है  तु डंडे   लात  घुसे की भूख है  तू नर पिसाच की औलाद है
1, तू तो भांड हैं कल को bj  ने ये कर दिया तब तो तेरे पास मुह छुपाने की जगह भी नहीं बचेगी 
0, तू तो लगता है हर दिन गांधी को   बार जपती है।
1, तू निकल प्रोटेस्ट करने तुम्हारा भी पिछवाड़ा लाल हो जायेगा इतनी लाठियां पड़ेंगी जो बार   ्पीच लेस हो जाती हो  लाठियां पड़ने के बाद सब कुछ याद आता रहेगा
1, तू न्यूज़ रिपोर्टर है तो क्या किसी को गाली देगा तू  तेरी मां का भोसड़ा म       रंडी की औलाद कॉल क्यों नहीं रिसीव करता बे अपनी मां को चोद रहा है कि बहन को चोद रहा है
1, तू पिछवाड़े में नहीं ले रहा तो मुंह में ले ले शायद मोदी जी मान जाएं। शब्दों की मर्यादा बनाए रखें। वामपंथी भारत छोड़ो 
0, तू पैदा कैसे हो गया रे चूतिये  मादरजात कुछ लिखने से पहले सोंच लिया कर
1, तू फिर आ गयी दारू पीके पाकिस्तानी एजेंट रंडी साली भांड़ बिना काम वाली बाई देशद्रोही की औलाद
1, तू बहन की लोडी टटटी ही खाती है मुझे लगता है  तभी टटटी का इतना गयान है तुझे
0, तू बहोत बड़े वाला है। कानून लागू होने से किसी का बाप भी नही रोक सकता है।क्यों फालतू के ट्वीट करता रहता है। चाहे को भड़वा आज़ाद हो जिसने देशविरोधी नारे लगवाए और दंगा करवाया चाहे कोई मुख्यमंत्री हो
1, तू बात अपने कागजों की करता है कि तेरे कागज जल गये साइंस तो जली हुई हड्डियों से भी डी एन ए जँच लेती है कि वन्दे में खोट है या असली हिन्दुस्तानी।हमें मालूम है कि कौन हिन्दुस्तानी है और कौन नहीं ।
1, तू भी तो हो गया दलाल जिस थाली का खाया  उसकी वफादारी का नहीं मलाल पत्थर बाटने की बात करता है तू तू है क्या हलाला का है तू हलाल   
0, तू भी भड़वा और तेरा अन्ना भी हजारे भड़वा
1, तू रण्डी ही लगती है
0, तू लेफ्ट देख  मे राइट् देखता हूं 
0, तू समय समय पर हलाला कराती रहना  करो ना  करो ना  करो ना  और पप्पू मूत्रपान तेरे लिए जरुरी है  योगी तो भक्तो के लिए फार्मूला बताए है तुम्हारे लिए नही 
0, तू सुअर ही रहा दलाल
0, तूं अपनी औकात में रह  देर सबेर साधुओं की हत्या करने वाले गद्दार कानून के शिकंजे में होंगे   फिर चाहे वे महाराष्ट्र के हों या फिर यू पी  के    
0, ते  justsaying नहीं है तुम्हारा क्योंकि हिन्दू और हिन्दू धर्म पर निशाना साधना तेरा  mustsaying बन गया है सुवराजी
1, तेजस ट्रेन मैं सुरक्षा नहीं है हिजड़े के सरकार में हिजड़ा उसमें भी दिखाई दे रहा है
0, तेनालीरामा मोदी ‍ द लायर की नाश हो जाये तेनालीरामा मोदी ‍ बहुत ही निर्लज्ज दुस्ट कसाई है गरीब बेबस मजदूरों पर अत्याचार करवाता है लानत है    मूर्ख अंधभक्त जनता ने   महा गलतियां की    मई     मई   इसलिए तेनालीरामा मोदी ‍     मूर्ख अंधभक्त जनता की ढंग से ऐसीतेसी कर रहा है
1, तेरा पिछली चोर  है साली
1, तेरा फूफा  मोदी यो सुनना चावे थी ना  बत्तमीज औरत।
0, तेरा बाप कोन है राजनीतिक 
0, तेरी खिड़की तो सबके लिये खुली है 
0, तेरी जली ना 
0, तेरी जली हुई है तरीके से 
1, तेरी जैसि छीनाल औरत कभी नहीं सुधरेगी तेरेको विशिष्ठ समुदाय का लेणे को बहुत अच्छा लगता हैं ऐसा दिख रहा है
0, तेरी तरह मादरजात होना और मादरजात की तरह एक्टिंग करना दोनों मे फर्क होता है
1, तेरी बहन ने तुझे सब बता दिया कि मैनें उसके साथ उस दिन क्या क्या किया था । वाह भोस ़़़डी के वाह अब तू मामा बनेगा मादरजात मुल्ले
0, तेरी बहन बेटियो को मिये रोज पेल के मार दे रहे है  लेकिन तुम लोग खुद मियों से गांव मरवाते हो तो अपनी माँ बहनों की क्या इज्ज्जत बचाओगे जाओ मियों की तरह तुम भी अपनी माँ बहन बेटी पे चढ़ो।
0, तेरी बीबी के बेड रूम मे मिया 
1, तेरी भोसडीके तू बड़ा अपनी माँ को लेके घूमता है mc
1, तेरी मम्मी  को छोड़कर कौन बोला तो सुंदर है कमीनी     
1, तेरी मा के घाघरे में मिलेगा देखो मादरजात कुत्ते
1, तेरी माँ की चूत बहन चोद तू सबसे बड़ा जाति धर्म की बात करता है तूने ही हिन्दू को तोड़ा गुजरात मे तुम तीन थे मादरचोद ओर बात करता है जाति मैं फुट डालने की
1, तेरी सकल जितनी बदसूरत है उतनी ही तुझको मानसिक बीमारी भी है
0, तेरे खानदान के मैयत कि तैयारी कर हलाला कि औलाद
1, तेरे जैसे सुअर की औलाद को तो मेरी पनही ही काम आएगी।
1, तेरे जैसे सुअर टट्टी खाकर हुर्र हुर्र करते रहने से शेरों को कोई फर्क़ नहीं पड़ता है    समझे सुअर  
1, तेरे जैसे ही एक त्वरीत हिंदु रण्डी के कारण हिंदु समाज का सर नीचा हो जाता है याद रखना बहन की लवड़ी मरेगी तो तुझे जलाया जाएगा दफनाया नहीं जाएगा
0, तेरे दर्द से एसा लग रहा है जैसे तेरे जमाई को समीर वानखेडे ने हिजडा बना दिया है ।
0, तेरे नाल लाइयां सोहणेया नहीं रखदे उम्मीदां होर ते
0, तेरे बाप का राज नहीं है   तीनो कानून क्या  कानून की   लाइन वापस नहीं होंगी। तेरे   कौड़ी के दल्लो को बोल कही और जा के मुजरा करें। अबे पप्पू डर के मारे ही तो अमेठी छोड़ wayanad भागा था 
1, तेरे बाप की गांड़ मदर चोद कुछ भी बोल रहा है तू लोड़े वो प्राइवेट है और व्लाबभाई पटेल स्टेडियम के अंदर ही मोदी स्टेडियम बनाया है लोड़े घंटे की नॉलेज नही तेरे ट्विटर अकाउंट चलाने वाले को बता रहा हु भोसडीके देश के बारे मे सोच अपने बारे मैं नही  गांदू
1, तेरे में दम है तो अब कर मुजरा   तो दलाली में कोई कमी नहीं करेगा
0, तेरे हर कागज़ से शब्द से ज़्यादा टट्टी नज़र आती है इसीलिए जनता पड़ना भी ज़रूरी नहीं समझती   और एक बात समझ ले तू केजरीवाल नहीं है और बनने की कोशिश भी मत कर  टिकट ब्लैक करने वाले आज ब्लैक मनी का ज्ञान दे रहे है
0, तेल की शीशी तैयार रख  दर्द कम होएगा भोसडीके 
1, तैनू काला चश्मा जचदा हो जचदा तेरे मुंखडे पे 
0, तो अखिलेश जी के यहाँ अपने लिए   bhk का दावा ठोक दीजिये चाची
1, तो आंटी आप कौन होती है caa वापस करो कहने वाली तेरे बाप ने मोदीजी को pm बनाया है क्या
0, तो आप को मैडम जी फर्क भी नजर नही आयेंगे
0, तो कया हुआ  जंगली सुअर को मरने दो
0, तो कैसी लगी    और मज़ाक़ बनाओ बबुआ अर्नब का सच और सचाई ज़्यादा दिन छुपायी नहीं जा सकती । नशे की लत के शिकार बने खुद और तेरी पूरी टीम का सच दुनिया कि सामने आ गया है     
0, तो क्या गोबर और मूत बेचे
1, तो चूस ले फिर  इंतजार किसका कर रहा है   वैसे भी   साल में गरीबी तो मिट ही गयी है तो क्या करोगे पैसे का
0, तो तुम बाहर क्यो नही आते अगर सब ठीक है तो ऐक बार अनर्गल का पिछवाडा देख आते सम्भावना तुम्हारी भी बढ रही है अच्छा होगा अनर्गल की देखलो ओर खुद भी सम्भल जाओ 
1, तो तुम भी इन उपद्रवियों के साथ हो और विडियो बना रही हो   कमीनी भड़का रही है लोगों को जाहिल औरत 
0, तो बताइए नक्सली समर्थक मेधा पाटकर जी     कि गोडसे ने गांधीजी का वध क्यों करी   आखिर क्या दुश्मनी थी गांधीजी से   और हमें गोडसे के इतिहास और उनकी विचारों से आज तक क्यों वंचित रखा गया  
0, तो मतलब   से पहले की तुम्हारी जिंदगी कांग्रेस की बुराई खोजने में खतम हो गई। और मोदी की तो अब तक की पूरी जिंदगी का भी हिसाब समझ में आ गया। अभी भी कांग्रेस के   साल के नाम से रण्डी रोना रोता रहता है।
0, तो मैं गुरु द्रोण   किन्तु  अंगूठा नहीं मांगूगा  क्योंकि यह शरिया मुल्क नही है 
0, तो मैडम जी फिर विधायक तुम्हारी बिकते ही क्यों हैं अब जो बिकेगा खरीदने वाली हस्ती तो खरीदेगी ही बाकी ईवीएम का रंडी रोना तो चालू ही रहेगा ड़े के चमचे
0, तोहरे बिनु जलपान कवन   सब जलपानन कै रानी तू । शहरन से चलिव देहातन मा   फैलिव खुब चाय भवानी तू । जेहका परिकाऊ हू देवी   तोहरे बिनु चैन न पावत है । तोहरे सवाद के खातिर तौ  नमकीनौ लै के खाइस हे ।।  चाय की महिमा ।।।
0, थानाराम
0, थोडा सा प्यार से रहेंगे पती पत्नी रहोगे  नाही तो कुत्ता कुत्ती की जिंदगी हो जाती है  अपना जीवन साथी सोच समझ कर चूने 
1, दंगाई कंजर आतंकवादी   हर वह शख्स जो देश के खिलाफ बोले   देश तेरे टुकड़े होंगे बोलने वालों को समर्थन दे   भारत माता को गाली दे   अखंड भारत वाली भावना को ठेस पहुंचाए   देखते ही गोली मारो सालों को   पूरा देश यही चाहता है 
0, दक्षिण अफ्रीकी भीमटे हमारे पासी समाज के महापुरुषों का मुश्कराकर मजाक उड़ाते हैं और हमारे ही समाज के कुछ गद्दार दाँत निकाल कर उनका समर्थन करते हैं ध्यान रखो हम पासी है  महार नही 
0, दफ़ा हो 
0, दरअसल जितने संविधान ऊंचे पद थे सब पर कांग्रेसी दलाल बैठे थे आज शाम की दलाली खत्म हो रही है इसीलिए अलग अलग रोल पर आ रहे हैं
0, दरिद्रता की हद होती है गाली खाके भोजन करने वाले ब्राह्मण नही बल्कि मुग़लो के हरम की नाजायज औलाद है 
1, दलाल
0, दलाल गिरते gdp पे चर्चा नहीं  डूबते अर्थव्यवस्था पर चर्चा नहीं  बढते बेरोजगारी पर चर्चा नहीं बैंको के npas पर चर्चा नहीं टूटते रूपये पर चर्चा नहीं  बंद होते उधोग धंधो पर चर्चा नही   पर मोदीजी  परीक्षा पर चर्चा  ऐसे कर रहे हैं मानो civil service के टाॅपर हो जबकि डिग्री का पता नहीं
0, दलाल चैनल है और मोदी की दलाली करने में मशगूल हैं
0, दलाल शर्मा खुद सुन ले पहले
1, दलाल है तू दलाल
0, दलित विरोधी भाजपा योगी सरकार अजय सिंह बिष्ट जी आपने कहा था कि अपराधी तो उत्तर प्रदेश छोड़ चुके हैं हैं दिन पर दिन अपराध बढ़ रहा है  कांग्रेस का एक एक कार्यकर्ता आपको   में ईट का जवाब पत्थर से देगा
0, दादा up में एक कहावत हैं कि धोबी का कुत्ता न घर और न घाट का
0, दादी आप तो बेईमानी ना करो
0, दादी जी ऐसा कोई नियम होता है क्या की बंदूक किसी की तरफ नही किया करते।
0, दादी जी किसानों के प्रोटेस्ट में भिजवा दीजिए  गोबर बुद्धि देख कर है जल जाएंगे   इन मूर्खो की नज़र किसानों के खाने  पीने कपड़ों पर लगीं हैं  लेकीन देश का फ़कीर लाखों का चस्मा करोड़ों के सूट पहनता हैं  उसकी कोई फ़िक्र नहीं
0, दादी जी राम राम
0, दादी प्रणाम 
1, दादी फोटो खिंचवाने से पहले यह तो सोंचती कि गोबरधन भगवान सड़कों पर नहीं बनाये जाते
0, दादीजी झुंझुनूं की है क्या ये फोटो  
0, दिपकजी  यहा की खान गैंग दोगली है  यह पैसा यहा से कमाते है और खर्चा पाकिस्तान पर करते है 
1, दिमाग़ में जो फ़ेमिनिज़्म के कीड़े हे उन्हें साफ़ कर लो
0, दिमागों में ।
0, दिल्ली की जनता में तो रोहिंग्या मुसलमान है विरजी शचरियकाल आप को दिल्ली में चुनाव नजदीक से देखा जाए तो देश में चंडाल चौकड़ी भर भरकर देश की जनता जनार्दन को धोखाधड़ी की गठरी बांध कुएं में धकेलने की कोशिश कर रहे हैं
0, दिल्ली   एक ऐसा जगह है जहां किसी की नहीं चलती ना कोई चलाना चाहता है क्योंकि जो अपनी चलाएगा वो दुबारा नहीं आएगा। यहां की जनता को यही पसंद है यहां लोग पुराने पन की ओट में अपना काला पिला धंधा चलाने में मस्त‌ हैं मरता है मरे मजदूर हमें क्या वाली मानसिकता के साथ।
0, दिव्या आंटी ये खुल नहीं रहा  
0, दीदी अपने  जीजाजी भी तो किसान है न  तो वो कब से किसानों के समर्थन में आमरण भूख हड़ताल शुरू कर रहे है जब तक वो आमरण अनशन शुरू नही करेंगे तब तक ये गूंगी बहरी सरकार कुछ नही करेगी         
0, दीदी कहीं ज्यादा ऊंचाई पर मत ले जाना  वहां जाने वाले लौट के नहीं आते।
